components
"[[3, 7, 10], [3, 7, 10], [4, 7, 10], [4, 7, 10], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [3, 7, 10], [3, 7, 10], [4, 7, 10], [4, 7, 10], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [9, 12, 16, 19], [2, 6, 9, 12], [7, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [7, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [6, 9, 12], [6, 9, 12], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [4, 7, 10], [4, 7, 10], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [3, 7, 10], [3, 7, 10], [3, 7, 10], [4, 7, 10], [4, 7, 10], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10]]"
"[[3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [10, 14, 17, 20], [3, 7, 10], [8, 12, 15], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [3, 7, 10, 13], [5, 8, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17, 20], [10, 14, 17, 20], [10, 13, 17, 20], [3, 7, 10, 13], [8, 12, 15], [0, 3, 7], [8, 12, 15, 18], [0, 3, 7], [8, 12, 15, 18], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10, 13], [5, 8, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17, 20], [10, 14, 17, 20], [10, 13, 17, 20], [3, 7, 10, 13], [8, 12, 15]]"
"[[10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [6, 10, 13, 16], [10, 14, 17], [11, 14, 17], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 6, 10], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [3, 7, 10], [3, 6, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [3, 7, 10], [3, 6, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [4, 7, 10], [10, 14, 17], [11, 14, 17], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [5, 9, 12, 15], [3, 7, 10], [3, 6, 10], [5, 9, 12, 15], [10, 14, 17]]"
"[[3, 6, 10], [3, 6, 10], [3, 6, 10], [3, 6, 10], [3, 6, 10], [8, 11, 15], [8, 11, 15], [1, 6, 8], [1, 6, 8], [1, 6, 8], [10, 14, 17, 20], [3, 6, 10], [3, 6, 10], [3, 6, 10], [3, 6, 10], [8, 11, 15], [8, 11, 15], [1, 6, 8], [1, 6, 8], [1, 6, 8], [10, 14, 17, 20], [3, 6, 10], [3, 6, 10], [8, 11, 15], [7, 11, 14, 17], [6, 9, 13], [11, 15, 18, 21], [4, 8, 11, 14, 18, 22], [3, 6, 10], [2, 6, 9, 12], [1, 6, 8], [1, 5, 8, 11, 14], [1, 6, 8], [10, 14, 17, 20], [3, 6, 10], [3, 6, 10], [8, 11, 15], [8, 11, 15], [1, 6, 8], [1, 6, 8], [1, 6, 8], [10, 14, 17, 20], [3, 6, 10], [3, 6, 10]]"
"[[5, 9, 12, 16], [8, 12, 15, 18], [1, 5, 8, 12], [4, 8, 11, 14], [9, 13, 16, 20], [0, 4, 7, 10], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17, 21], [1, 5, 8, 11], [6, 10, 13, 17], [9, 13, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 16], [8, 12, 15, 18], [1, 5, 8, 12], [4, 8, 11, 14], [9, 13, 16, 20], [0, 4, 7, 10], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17, 21], [8, 12, 15, 18], [1, 5, 8, 12], [4, 8, 11, 14], [9, 13, 16, 20], [0, 4, 7, 10], [5, 9, 12, 16], [0, 3, 7, 10], [5, 9, 12, 15], [4, 7, 11, 14], [9, 13, 16, 19], [2, 6, 9, 13], [5, 9, 12, 15], [10, 14, 17, 21], [3, 6, 10, 13], [8, 12, 15, 18], [1, 5, 8, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 16], [8, 12, 15, 18], [1, 5, 8, 12], [4, 8, 11, 14], [9, 13, 16, 20], [0, 4, 7, 10], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17, 21], [8, 12, 15, 18], [1, 5, 8, 12], [4, 8, 11, 14], [9, 13, 16, 20], [0, 4, 7, 10], [5, 9, 12, 16]]"
"[[4, 7, 11, 14], [4, 7, 11, 14], [7, 10, 14, 17], [7, 10, 14, 17], [10, 14, 17, 21], [10, 14, 17, 21], [11, 14, 17, 21], [4, 8, 11, 14, 19], [9, 12, 16, 19], [9, 12, 16, 19], [6, 9, 12, 16], [6, 9, 12, 16], [5, 8, 12, 15], [5, 8, 12, 15], [0, 3, 7, 10], [0, 3, 7, 10], [11, 15, 18, 21, 26], [11, 15, 18, 21, 26], [4, 7, 11, 14], [4, 7, 11, 14], [7, 10, 14, 17], [7, 10, 14, 17], [10, 14, 17, 21], [10, 14, 17, 21], [11, 14, 17, 21], [4, 8, 11, 14, 19], [9, 12, 16, 19], [9, 12, 16, 19], [6, 9, 12, 16], [6, 9, 12, 16], [5, 8, 12, 15], [5, 8, 12, 15], [0, 3, 7, 10], [0, 3, 7, 10], [8, 12, 15, 19], [8, 12, 15, 19], [0, 3, 7, 10], [0, 3, 7, 10], [8, 12, 15, 19], [8, 12, 15, 19]]"
"[[9, 12, 16, 19], [1, 5, 8, 12], [11, 14, 17, 21], [4, 8, 11, 14, 19], [9, 12, 16, 19], [1, 5, 8, 12], [11, 14, 17, 21], [4, 8, 11, 14, 19], [0, 3, 7, 10], [5, 9, 12, 15, 18], [10, 14, 17, 21], [8, 11, 15, 18], [1, 5, 8, 11], [6, 9, 12, 16], [11, 15, 18, 21, 24], [4, 8, 12, 15], [4, 8, 12, 15], [4, 8, 11, 14], [9, 12, 16, 19], [1, 5, 8, 12], [11, 14, 17, 21], [4, 8, 11, 14, 19], [9, 12, 16, 19], [1, 5, 8, 12], [11, 14, 17, 21], [4, 8, 11, 14, 19], [0, 3, 7, 10], [5, 9, 12, 15, 18], [10, 14, 17, 21], [8, 11, 15, 18], [1, 5, 8, 11], [6, 9, 12, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [4, 7, 11, 14]]"
"[[0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [7, 11, 14, 17], [0, 4, 7], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [7, 11, 14, 17], [0, 4, 7], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 14], [5, 9, 12, 14], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [7, 11, 14, 17], [0, 4, 7]]"
"[[0, 4, 7, 10, 14], [3, 6, 10, 12], [0, 4, 7, 10, 14], [3, 6, 10, 12], [10, 14, 17], [10, 14, 17, 20], [9, 13, 16, 19], [8, 12, 15, 18], [7, 11, 14, 17], [0, 4, 7, 10, 14], [6, 9, 12, 15], [0, 4, 7, 10, 14], [8, 12, 15, 18], [7, 11, 14, 17], [0, 4, 7, 10, 14], [3, 6, 10, 12], [0, 4, 7, 10, 14], [3, 6, 10, 12], [10, 14, 17], [10, 14, 17, 20], [9, 13, 16, 19], [8, 12, 15, 18], [7, 11, 14, 17], [0, 4, 7, 10, 14], [6, 9, 12, 15], [0, 4, 7, 10, 14], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [3, 7, 10], [3, 7, 10, 12], [3, 7, 10, 12], [3, 7, 10, 12], [7, 11, 14, 17, 21], [5, 9, 12], [5, 9, 12, 14], [5, 9, 12, 15, 19], [5, 9, 12, 15], [0, 4, 7, 10, 14], [3, 6, 10, 12], [0, 4, 7, 10, 14], [3, 6, 10, 12], [10, 14, 17], [10, 14, 17, 20], [9, 13, 16, 19], [8, 12, 15, 18], [7, 11, 14, 17], [0, 4, 7, 10, 14], [6, 9, 12, 15], [0, 4, 7, 9], [5, 9, 12, 15], [10, 14, 17], [2, 6, 9, 12, 16]]"
"[[2, 5, 9, 12], [7, 11, 14, 17, 20], [0, 4, 7, 11], [1, 4, 8, 11], [6, 10, 13, 16, 21], [11, 15, 18, 22], [4, 7, 11, 14], [9, 13, 16, 19], [7, 10, 13], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [9, 13, 16, 19, 22], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [7, 10, 14, 16], [6, 9, 13, 16], [5, 8, 11, 14], [4, 7, 11, 14], [9, 13, 16, 19, 22], [2, 5, 9, 12], [7, 11, 14, 17], [4, 7, 11, 14], [9, 13, 16, 19, 22], [2, 5, 9, 12], [5, 8, 12, 16], [4, 7, 11, 14], [3, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17, 20], [0, 4, 7, 11], [5, 8, 12, 15], [10, 14, 17, 20], [7, 10, 14, 17], [6, 9, 12, 15], [5, 8, 12, 15], [10, 14, 17, 20, 23], [3, 7, 10, 14], [3, 6, 10, 13], [8, 12, 15, 18], [1, 5, 8, 12], [4, 7, 11, 14], [3, 6, 10, 13], [8, 12, 15, 18, 21], [1, 5, 8, 12], [4, 7, 11, 14], [9, 13, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17, 20], [0, 4, 7, 11], [1, 4, 8, 11], [6, 10, 13, 16, 21], [11, 15, 18, 22], [4, 7, 11, 14], [9, 13, 16, 19], [7, 10, 13], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [9, 13, 16, 19, 22], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [7, 10, 14, 16], [6, 9, 13, 16], [5, 8, 11, 14], [4, 7, 11, 14], [9, 13, 16, 19, 22], [2, 6, 9, 13], [2, 5, 9, 12], [7, 11, 14, 17, 20], [0, 4, 7, 11], [1, 4, 8, 11], [6, 10, 13, 16, 21], [11, 15, 18, 22], [4, 7, 11, 14], [9, 13, 16, 19], [7, 10, 13], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [9, 13, 16, 19, 22], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [7, 10, 14, 16], [6, 9, 13, 16], [5, 8, 11, 14], [4, 7, 11, 14], [9, 13, 16, 19, 22], [2, 5, 9, 12], [7, 11, 14, 17], [4, 7, 11, 14], [9, 13, 16, 19, 22], [2, 5, 9, 12], [5, 8, 12, 16], [4, 7, 11, 14], [3, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17, 20], [0, 4, 7, 11], [5, 8, 12, 15], [10, 14, 17, 20], [7, 10, 14, 17], [6, 9, 12, 15], [5, 8, 12, 15], [10, 14, 17, 20, 23], [3, 7, 10, 14], [3, 6, 10, 13], [8, 12, 15, 18], [1, 5, 8, 12], [4, 7, 11, 14], [3, 6, 10, 13], [8, 12, 15, 18, 21], [1, 5, 8, 12], [4, 7, 11, 14], [9, 13, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17, 20], [0, 4, 7, 11], [1, 4, 8, 11], [6, 10, 13, 16, 21], [11, 15, 18, 22], [4, 7, 11, 14], [9, 13, 16, 19], [7, 10, 13], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [9, 13, 16, 19, 22], [6, 9, 13, 16], [11, 15, 18, 21, 24], [4, 7, 11, 14], [7, 10, 14, 16], [6, 9, 13, 16], [5, 8, 11, 14], [4, 7, 11, 14], [9, 13, 16, 19, 22], [2, 6, 9, 13], [2, 5, 9, 12], [7, 11, 14, 17], [4, 7, 11, 14], [9, 13, 16, 19, 24], [2, 6, 9, 12], [8, 12, 15, 18], [8, 11, 14], [9, 12, 15], [10, 13, 16], [11, 14, 17], [0, 4, 7], [1, 5, 8, 12], [0, 4, 7, 11, 14]]"
