title,composer,style,key,transpose,comp_style,bpm,repeats,time_signature,chords
Milano,Lewis John,Slow Swing,C,,0,0,,"(4, 4)","['D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C7', 'F#7', 'F^7', 'D-7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'C^7', 'A7b9', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C7', 'F#7', 'F^7', 'D-7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'G-7', 'C7', 'F^7', 'F-7', 'E-7', 'A-7', 'D-7', 'G7', 'C7', 'G-7', 'C7#5', 'F^7', 'F-7', 'E-7', 'A-7', 'Fh7', 'B7b9', 'E-7', 'A7b9', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C7', 'F#7', 'F^7', 'D-7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7b9', 'C6', 'A7#5', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C7', 'F#7', 'F^7', 'D-7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'C^7', 'A7b9', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C7', 'F#7', 'F^7', 'D-7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7', 'G-7', 'C7', 'F^7', 'F-7', 'E-7', 'A-7', 'D-7', 'G7', 'C7', 'G-7', 'C7#5', 'F^7', 'F-7', 'E-7', 'A-7', 'Fh7', 'B7b9', 'E-7', 'A7b9', 'D-7', 'G7', 'C^7', 'A-7', 'D-7', 'G7', 'C7', 'F#7', 'F^7', 'D-7', 'G7', 'E-7', 'A7b9', 'D-7', 'G7b9', 'E-7', 'A7#5', 'D-7', 'G7b9', 'C6']"
Milenberg Joys,"Morton, Mares, Rappolo, Melrose 1923",Medium Swing,Bb,,0,0,,"(4, 4)","['A', 'Bb', 'A', 'Bb', 'C-', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'F7', 'F7', 'F7', 'F7', 'Bb', 'Bb', 'Bb', 'Bb7', 'Eb', 'Eb', 'Eo', 'Bb', 'G7', 'C7', 'F7', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'F7', 'F7', 'F7', 'F7', 'F7', 'F7', 'F7', 'F', 'F+', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb', 'Bb7', 'Eb', 'Eb', 'Gb7', 'Gb7', 'Bb', 'G7', 'C7', 'F7', 'Bb', 'Bb', 'A', 'Bb', 'A', 'Bb', 'C-', 'F7', 'Bb']"
Miles Ahead,Davis Miles,Medium Swing,C,,0,0,,"(4, 4)","['C^7', 'C^7', 'C^7', 'C^7', 'D-7', 'G-7', 'G-7', 'G-7', 'F^7', 'F^7', 'Bb^7', 'B7', 'E7', 'A-', 'A-/G', 'F#h7', 'F7', 'Eh7', 'A7', 'D-7', 'D-7', 'C^7', 'C^7', 'D-7', 'G-7', 'G-7', 'G-7', 'C7', 'F^7', 'Bh7', 'E+', 'Eh7', 'A7', 'D-7', 'G7', 'D7', 'G7', 'C^7', 'C^7', 'C^7', 'C^7', 'D-7', 'G-7', 'G-7', 'G-7', 'F^7', 'F^7', 'Bb^7', 'B7', 'E7', 'A-', 'A-/G', 'F#h7', 'F7', 'Eh7', 'A7', 'D-7', 'D-7', 'C^7', 'C^7', 'D-7', 'G-7', 'G-7', 'G-7', 'C7', 'F^7', 'Bh7', 'E+', 'Eh7', 'A7', 'D-7', 'D-7', 'G7sus', 'Bb^7', 'Db7', 'C^7', 'C^7', 'C^7']"
Milestones (New),Davis Miles,Up Tempo Swing,G-,,0,0,,"(4, 4)","['G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'A-', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7', 'G-7']"
Milestones (Old),Davis Miles,Medium Up Swing,Bb,,0,0,,"(4, 4)","['F^7', 'Bb-7', 'Eb7', 'Ab^7', 'Db-7', 'Gb7', 'C-7', 'F7', 'Bb^7', 'G7b13', 'C-7', 'F7', 'Bb^7', 'Eb7', 'Ab-7', 'Db7', 'C-7', 'C#-7', 'B-7', 'E7', 'C-7', 'F7', 'Bb^7', 'C-7', 'F7', 'Bb^7', 'Eb7', 'Ab-7', 'Db7', 'C-7', 'C#-7', 'B-7', 'E7', 'C-7', 'F7', 'Bb^7', 'A^7', 'A-7', 'D7', 'G^7', 'B-7', 'E7b9', 'A-7', 'D7', 'Bb-7', 'Eb7', 'B-7', 'E7', 'C-7', 'F7', 'Bb^7', 'Eb7', 'Ab-7', 'Db7', 'C-7', 'C#-7', 'B-7', 'E7', 'C-7', 'F7', 'Bb^7']"
Mimi,Rogers Richard,Medium Swing,G,,0,0,,"(4, 4)","['G^7', 'G6', 'A-7', 'D7', 'G^7', 'G6', 'A-11', 'D7', 'G^7', 'G6', 'A-7', 'D13', 'G^7', 'G6', 'D-7', 'G7', 'C^7', 'C6', 'Co7', 'Co7', 'E-11', 'E-11', 'Eo7', 'Eo7', 'G^7', 'G6', 'A-7', 'D7', 'G^7', 'E-7', 'A-7', 'D9', 'G6', 'A-7', 'D7']"
Mimosa,Benson George,Latin,F,,0,0,,"(4, 4)","['F-9', 'F^9', 'F-9', 'F^9', 'F-9', 'F^9', 'F-9', 'F^9', 'F-9', 'Bb13', 'Db^7', 'Gh7', 'C7', 'F-9', 'Bb13', 'Ab-7', 'Db7', 'Gh7', 'C7', 'F^7', 'D-7', 'G-7', 'C', 'Bb', 'A7', 'D-7', 'G-7', 'C7', 'F-7', 'F^7', 'F-7', 'F^7']"
"Miner's Dream Of Home, A","Will Godwin, Leo Dryden 1891",Medium Swing,Eb,,0,0,,"(4, 4)","['Eb', 'Eb', 'Eb', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'C-', 'C-', 'C-', 'C-', 'F7', 'F7', 'Bb', 'Bb7', 'Eb', 'Eb', 'Eb', 'Eb', 'Ab', 'Ab', 'G7', 'G7', 'Ab', 'Ab-', 'Eb', 'Eb', 'Eb', 'Bb7', 'Eb', 'Eb']"
Minnie The Moocher,"Calloway, Mills, Gaskill (1931)",Medium Swing,E-,,0,0,,"(4, 4)","['E-', 'A-', 'E-', 'B7', 'E-', 'B7', 'E-', 'A-', 'B7', 'E-', 'A-', 'B7', 'E-', 'B7', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'E-', 'B7', 'E-', 'E-', 'B7']"
Minoat,Waldron Mal,Ballad,C-,,0,0,,"(4, 4)","['F7#11', 'F-9', 'Bb7b9', 'Ab^7#11', 'G7b13', 'C-7', 'B+/C#', 'Dh7', 'G7b13', 'C-69', 'C7b9', 'F7#11', 'F-9', 'Bb7b9', 'Ab^7#11', 'G7b13', 'C-7', 'B+/C#', 'Dh7', 'G7b13', 'C-69', 'C-69', 'F-^7', 'Ab-7', 'Db9', 'Gb^7', 'C7b9', 'B9', 'Ab+/Bb', 'Ah7', 'C-7', 'F7', 'Ab7#11', 'Ab-6', 'G-11', 'C7', 'F7#11', 'F-9', 'Bb7b9', 'Ab^7#11', 'G7b13', 'C-7', 'B+/C#', 'Dh7', 'G7b13', 'C-69', 'C7b9']"
Minor Mishap,Flanagan Tommy,Medium Up Swing,Bb-,,0,0,,"(4, 4)","['Bb-7', 'C7#9#5', 'F7', 'Bb-7', 'C7b9#5', 'F7', 'Bb-7', 'Eb-7', 'Bb-7', 'Gh7', 'C7b9', 'F-7', 'G7#9#5', 'C7', 'F-7', 'G7b9#5', 'C7', 'F-7', 'Bb-7', 'F-7', 'G7#5', 'C7#9', 'F-7', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'Eb-7', 'Ab7', 'Db^7', 'C7#9', 'F7', 'Bb-7', 'C7#9#5', 'F7', 'Bb-7', 'C7b9#5', 'F7', 'Bb-7', 'Eb-7', 'Bb-7', 'C7#5', 'F7#9', 'Bb-7', 'F7']"
Minor Mood,Brown Clifford,Medium Swing,F-,,0,0,,"(4, 4)","['F-7', 'Bb-6', 'C7', 'F-7', 'Bb7', 'Bb-7', 'Bb-7', 'Bb-7', 'Eb7', 'Gh7', 'C7#5', 'F-7', 'F-7', 'F-7', 'Db7', 'Db7', 'Db7', 'C7', 'F-^7', 'C7#9b5', 'F-7', 'Bb-6', 'C7', 'F-7', 'Bb7', 'Bb-7', 'Bb-7', 'Bb-7', 'Eb7', 'Gh7', 'C7#5', 'F-7', 'F-7', 'F-7', 'Db7', 'Db7', 'Db7', 'C7', 'F-^7', 'C7#9b5', 'F-7', 'Gh7', 'C7', 'F-7', 'Ch7', 'F7b9', 'Bb-7', 'Bb-7', 'Bb-7', 'C7#5', 'C7#5', 'C7#5', 'Gh7', 'Ab^7', 'Gh7', 'C7', 'F-^7', 'F-^7']"
Minor Strain,Timmons Bobby,Medium Swing,G,,0,0,,"(4, 4)","['D-11', 'D-11', 'D-11', 'D-11', 'D-11', 'D-11', 'D-11', 'D-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'C-11', 'G-7', 'G-7', 'Bb-7', 'Eb7', 'A-7', 'A-7', 'A-7', 'D7', 'G/D', 'A-7/D', 'Bbo/D', 'B-7/D']"
Minority,Gryce Gigi,Up Tempo Swing,F-,,0,0,,"(4, 4)","['F-^7', 'F-6', 'G-9', 'C7b9', 'F-^7', 'F-6', 'C-7', 'F7', 'Bb-7', 'Eb7', 'Ab-7', 'Db7', 'F#-7', 'B7', 'G-9', 'C7']"
"Mirror, Mirror",Chick Corea,Waltz,C,,0,0,,"(3, 4)","['C^7', 'E7', 'F^7', 'A7', 'D^7', 'F#7', 'G^7', 'B7', 'C^7', 'B7#11', 'B^7', 'A-7', 'F7', 'F#o7', 'C/G', 'C7b9', 'B^7', 'Eb7', 'E^7', 'Ab7', 'G^7', 'E^7', 'Db^7#11', 'Bb7', 'A7', 'D-7', 'G7', 'G#o7', 'A-7', 'D7#11', 'F-11', 'G7']"
Miss Annabelle Lee,"Lew Pollack, Harry Richman, Sidney Clare (1927)",Medium Swing,Eb,,0,0,,"(4, 4)","['Eb', 'F7', 'Bb7', 'Eb', 'F7', 'Bb7', 'F7', 'Bb7', 'Eb', 'Bb+', 'Eb', 'Bb+', 'Eb', 'G-', 'D7', 'G-', 'Bb', 'F7', 'Bb', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'C-', 'G-', 'D7', 'G-', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'C7', 'F7', 'F7', 'F7', 'Bb7', 'Eb']"
Miss Otis Regrets,Cole Porter (1934),Medium Swing,Eb,,0,0,,"(4, 4)","['Eb', 'C7', 'F-7', 'Bb7', 'Eb', 'C-7', 'F-7', 'Bb7', 'Eb', 'C7', 'F-7', 'Bb7', 'Eb', 'G7', 'C-', 'Eb7', 'Ab', 'Ao', 'Eb', 'Bb7', 'Eb', 'C7', 'F-7', 'Bb7', 'Eb', 'F-7', 'Bb7']"
Mississipi Mud,"Barris, Cavanaugh (1927)",Medium Swing,Eb,,0,0,,"(4, 4)","['Eb', 'B7', 'Eb', 'D7', 'Db7', 'C7', 'F7', 'Bb7', 'Eb', 'Ebo', 'Eb', 'Ebo', 'Eb', 'Ebo', 'Eb', 'Ebo', 'Eb', 'Ebo', 'Eb', 'Ebo', 'Eb', 'Ebo', 'Bb7', 'Eb', 'B7', 'Eb', 'D7', 'Db7', 'C7', 'F-7', 'C7', 'F-', 'F-7', 'C7', 'F-', 'Ab', 'Ao', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'C-', 'C-', 'Ab7', 'C-', 'C-', 'Ab7', 'F7', 'Bb7', 'Eb', 'Ebo', 'Eb', 'Gb7', 'F7', 'Bb7', 'C-', 'C-', 'Ab7', 'C-', 'C-', 'Ab7', 'F7', 'Bb7', 'Eb', 'Ebo', 'Eb', 'Gb7', 'F7', 'Bb7']"
Mister Magic,Washington Grover,Medium Swing,C-,,0,0,,"(4, 4)","['C-11', 'F7', 'Bb7', 'C-7', 'Bb7', 'Eb9', 'Ab7', 'G7', 'C-7', 'F9', 'C-7', 'F9', 'C-11', 'F7', 'Bb7', 'C-7', 'Bb7', 'Eb9', 'Ab7', 'G7', 'C-7', 'F9', 'C-7', 'F9', 'Eb^7', 'Ab^7', 'Eb^7', 'Ab^7', 'Eb^7', 'D-7b5', 'G7#5', 'C-7', 'F9', 'C-7', 'F9', 'F9', 'C-11', 'F7', 'Bb7', 'C-7', 'Bb7', 'Eb9', 'Ab7', 'G7', 'C-7']"
Mister Sandman,Pat Ballard (1954),Medium Swing,Bb,,0,0,,"(4, 4)","['Bb', 'G-', 'C-7', 'F7', 'Bb', 'G-', 'C-7', 'F7', 'Bb', 'Bb', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'Bb', 'Bb', 'Gb7', 'F7', 'Bb', 'Bb', 'A7', 'A7', 'D7', 'D7', 'G7', 'G7', 'C-', 'C-', 'Eb-', 'Eb-', 'Bb', 'G-', 'C-7', 'F7', 'Bb', 'Bb']"
Misterioso,Monk Thelonious,Medium Swing,Bb,,0,0,,"(4, 4)","['Bb7', 'Eb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'C-7', 'F7', 'Bb7', 'Bb7b5']"
Misty,Garner Erroll,Ballad,Eb,,0,0,,"(4, 4)","['Eb^7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'Eb^7', 'C-7', 'F-7', 'Bb7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb^7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'Eb^7', 'C-7', 'F-7', 'Bb7', 'Eb6', 'Eb6', 'Bb-7', 'Eb7b9', 'Ab^7', 'Ab^7', 'A-7', 'D7', 'F7', 'Gh7', 'C7', 'F-7', 'Bb7', 'Eb^7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'Eb^7', 'C-7', 'F-7', 'Bb7', 'Eb6', 'F-7', 'Bb7']"
Miyako,Shorter Wayne,Waltz,A,,0,0,,"(3, 4)","['A7', 'A7', 'F#7sus', 'F#7sus', 'E-7', 'Eb-7', 'D-7', 'G7', 'C^7', 'A-7', 'G-7', 'F^7', 'E7', 'A^7', 'A-7', 'G#-7', 'C#7', 'F#h7', 'B7b9', 'Eh7', 'A7b9', 'D-7', 'C-7', 'B-7', 'E7#11', 'Bb-7', 'Eb7b9', 'B-7', 'E7b9']"
Mo' Better Blues,Lee Bill,Even 8th's,Gb,,0,0,,"(4, 4)","['Gb', 'B/F#', 'Gb7', 'B', 'Eb7/Bb', 'Ab-7', 'Ab7sus', 'Ab7', 'Db7sus', 'Gb', 'B/F#', 'Gb', 'Db9sus']"
Moanin',Timmons Bobby,Medium Swing,F-,,0,0,,"(4, 4)","['Bb', 'F', 'Bb', 'F', 'Bb', 'F', 'F', 'F', 'F', 'F', 'F', 'G7b9', 'C7#9', 'F-7', 'F7b9', 'B7', 'Bb-7', 'Ab9', 'G7b9', 'Gh7', 'C7b9', 'F-7', 'Ab7', 'G7', 'C7b9', 'F-7', 'Ab7', 'G7', 'C7b9', 'F-7', 'Ab7', 'G7', 'C7b9', 'G7', 'C7b9', 'G7', 'C7b9', 'G7', 'C7b9', 'G7', 'C7b9', 'G7', 'C7b9', 'G7b9', 'C7#9', 'F-7', 'F7b9', 'B7', 'Bb-7', 'Ab9', 'G7b9', 'Gh7', 'C7b9']"
Mobile Stomp,Sam Morgan (1927),Medium Swing,Eb,,0,0,,"(4, 4)","['Eb', 'Ab', 'Eb', 'Eb7', 'Ab', 'Ab', 'Eb', 'Eb', 'Eb', 'Ab', 'Eb', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'Eb', 'Ab', 'Eb', 'Eb7', 'Ab', 'Ab', 'G7', 'G7', 'Ab', 'Ab', 'Eb', 'C7', 'F7', 'Bb7', 'Eb', 'Eb']"
Moment's Notice,Coltrane John,Up Tempo Swing,Eb,,0,0,,"(4, 4)","['E-7', 'A7', 'F-7', 'Bb7', 'Eb^7', 'Ab-7', 'Db7', 'D-7', 'G7', 'Eb-7', 'Ab7', 'Db^7', 'D-7', 'G7', 'C-7', 'B7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'G-7', 'C7', 'Ab-7', 'Db7', 'Gb6', 'F-7', 'Bb7', 'E-7', 'A7', 'F-7', 'Bb7', 'Eb^7', 'Ab-7', 'Db7', 'D-7', 'G7', 'Eb-7', 'Ab7', 'Db^7', 'D-7', 'G7', 'C-7', 'B7', 'Bb-7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'G-7', 'C7', 'F-7', 'Bb7', 'Eb6/Bb', 'F-7/Bb', 'G-7/Bb', 'F-7/Bb', 'Eb6/Bb', 'F-7/Bb', 'G-7/Bb', 'F-7/Bb', 'Eb6']"
Moments To Remember,Allen Robert,Ballad,G,,0,0,,"(4, 4)","['G^7', 'G6', 'G^7', 'G6', 'G', 'G7#5', 'C', 'A-', 'D7', 'D7', 'Go7', 'G', 'Go7', 'G', 'G^7', 'G6', 'G^7', 'G6', 'G', 'G7#5', 'C', 'A-', 'D7', 'D7', 'C-', 'G', 'D-', 'G7', 'C', 'G', 'D7', 'G', 'G7', 'C', 'G', 'E-', 'A7', 'A-7', 'D7', 'G^7', 'G6', 'G^7', 'G6', 'G', 'G7#5', 'C', 'A-', 'D7', 'D7', 'C-', 'G', 'C-', 'G']"
Mona Lisa,Livingston-Evans,Ballad,Eb,,0,0,,"(4, 4)","['Eb6', 'Eb6', 'Eb^7', 'C7b9', 'F-7', 'Bb7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'Eb^7', 'Bb7', 'Eb6', 'Eb6', 'Eb^7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'Eb^7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Ao7', 'G-7', 'C7b9', 'F-7', 'Bb7', 'Eb6', 'F-7', 'Bb7', 'Eb6', 'Eb6', 'Eb^7', 'C7b9', 'F-7', 'Bb7', 'F-7', 'Bb7', 'F-7', 'Bb7', 'Eb^7', 'Bb7', 'Eb6', 'Eb6', 'Eb^7', 'Eb7', 'Ab^7', 'Ab-7', 'Db7', 'Eb^7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'Eb7', 'Ab^7', 'Ao7', 'G-7', 'C7b9', 'F-7', 'Bb7', 'Eb6', 'Fh7', 'Bb7b9', 'Eb6', 'Eb6']"
Monk's Dream,Monk Thelonious,Medium Swing,C,,0,0,,"(4, 4)","['C^7', 'F7', 'Bb7#11', 'C^7', 'F7', 'Bb7#11', 'C^7', 'F7', 'B-7', 'Bb7#11', 'A7#11', 'Ab7#11', 'G7#11', 'C^7', 'F7', 'Bb7#11', 'C^7', 'F7', 'Bb7#11', 'C^7', 'F7', 'B-7', 'Bb7#11', 'A7#11', 'Ab7#11', 'G7#11', 'C7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C7', 'C^7', 'F7', 'Bb7#11', 'C^7', 'F7', 'Bb7#11', 'C^7', 'F7', 'B-7', 'Bb7#11', 'A7#11', 'Ab7#11', 'G7#11']"
Monk's Mood,Monk Thelonious,Ballad,Db,,0,0,,"(4, 4)","['F-7', 'Bb7', 'C^', 'C^7', 'Dh7', 'G7b9#11', 'Db^7#11', 'Bb7', 'A7b13', 'E7b9', 'Eb7#9', 'D7sus', 'E7sus', 'D-7', 'Bb7b9#11', 'F-7', 'Bb7', 'C^', 'C^7', 'Dh7', 'G7b9#11', 'Db^7#11', 'Bb7', 'A7b13', 'E7b9', 'Eb7#9', 'Ab7#5', 'G7', 'Db^7#11', 'G-7/C', 'C13b9', 'G-7/C', 'F#-7', 'F#-7', 'B13b9', 'E6', 'Ah', 'Ab7', 'G7sus', 'Abo7', 'Ah7', 'F13', 'F-7', 'Bb-b6', 'D-7', 'Bb7b9#11', 'F-7', 'Bb7', 'C^', 'C^7', 'Dh7', 'G7b9#11', 'Db^7', 'Bb7', 'A7b13', 'E7b9', 'Eb7#9', 'Ab7#5', 'G7', 'Db^7#11']"
Mood Indigo,Ellington Duke,Ballad,Ab,,0,0,,"(4, 4)","['Ab^7', 'Bb7', 'Eb-7', 'Eb7#5', 'Ab^7', 'Ab^7', 'Bb7', 'E7', 'Eb7', 'Ab^7', 'Ab7', 'Db6', 'Gb7', 'Ab^7', 'Bb7', 'Eb-7', 'Eb7#5', 'Ab^7', 'Ab^7', 'F7', 'Bb7', 'Bb-7', 'Eb7', 'Ab^7', 'Eb7', 'Ab^7', 'F7', 'Bb7', 'E7', 'Eb7', 'Ab^7', 'Ab7', 'Db6', 'Gb7', 'Ab^7', 'F7', 'Bb7', 'Bb-7', 'Eb7', 'Ab6', 'Eb7']"
Mood Indigo (AKA Dreamy Blues),"Ellington, Bigard, Mills (1931)",Medium Swing,Ab,,0,0,,"(4, 4)","['Ab', 'Bb9', 'Eb-', 'Eb+', 'Ab', 'Ab', 'Bb9', 'E7', 'Eb7', 'Ab7', 'Ab7', 'Db', 'Gb7', 'Eb+', 'Ab', 'Bb9', 'Eb-', 'Eb+', 'Ab', 'Ab', 'Bb9', 'Bb-7', 'Eb7', 'Ab', 'Eb7', 'Ab', 'Bb9', 'Bb9', 'Eb7', 'Ab7', 'Ab7', 'Db7', 'Db7', 'Eb7', 'Ab', 'Bb9', 'Bb-7', 'Eb7', 'Ab', 'Abo', 'Db', 'Eb7']"
Moon Alley,Harrell Tom,Even 8ths,F,,0,0,,"(4, 4)","['F^7', 'F^7', 'F^7', 'F-', 'F-', 'Bb-', 'Eb-', 'F-', 'F^7', 'F^7', 'F^7', 'F^7', 'F^7', 'F-', 'F-', 'Bb-', 'Eb-', 'F-', 'F^7', 'F^7', 'Bb-', 'Bb-', 'Gb^7#11', 'Gb^7#11', 'Eb-', 'Eb-/Ab', 'Db^7', 'Gb^7#11', 'F^7', 'F^7', 'F^7', 'F-', 'F-', 'Bb-', 'Eb-', 'F-', 'F^7', 'F^7', 'F^7', 'F^7', 'F^7', 'F-', 'F-', 'Bb-', 'Eb-', 'F-', 'F^7', 'F^7', 'F^7', 'F^7', 'F^7', 'F-', 'F-', 'Bb-', 'Eb-', 'F-', 'F^7', 'F^7', 'Bb-', 'Bb-', 'Gb^7#11', 'Gb^7#11', 'Eb-', 'Eb-/Ab', 'Db^7', 'Gb^7#11', 'F^7', 'F^7', 'F^7', 'F-', 'F-', 'Bb-', 'Eb-', 'F-', 'F^7', 'F^7', 'F-', 'F^7', 'F^7', 'F-']"
Moon And Sand,Wilder-Palitz,Bossa Nova,D-,,0,0,,"(4, 4)","['D-7', 'Bb^7', 'Ab^7', 'Bb7sus', 'Eb^7', 'A7', 'Ab^7', 'A-7', 'D7', 'G-7', 'C7', 'F^7', 'F^7', 'Bh7', 'E7b9', 'Eh7', 'A7b13', 'D-7', 'G7b9', 'C-7', 'F7b9', 'Bb^7', 'G-7', 'Eh7', 'A7', 'D-7', 'Bb^7', 'Ab^7', 'Bb7sus', 'Eb^7', 'A7', 'Ab^7', 'A-7', 'D7', 'G-7', 'C7', 'A-7', 'D-7', 'G-7', 'Eh7', 'A7', 'D-7', 'D-7']"
Moon Mist,Ellington-Mercer,Medium Swing,F,,0,0,,"(4, 4)","['D-11', 'D-7/C', 'Bh7', 'Bb9', 'A-7', 'Eb9', 'D9', 'G7sus', 'G9', 'C7sus', 'C9', 'A-7', 'D7', 'G-7', 'Eh7/A', 'D-11', 'D-7/C', 'Bh7', 'Bb9', 'A-7', 'Eb9', 'D9', 'G7sus', 'G9', 'C7sus', 'C9', 'A-7', 'D7', 'G-7', 'Gb9', 'F^7', 'Bb/F', 'F^7', 'Bb/F', 'F^7', 'Gh7/F', 'F^7', 'C7sus', 'F^7', 'Bb/F', 'F^7', 'D-7', 'G9', 'G7/F', 'Eh7', 'A7b9', 'D-11', 'D-7/C', 'Bh7', 'Bb9', 'A-7', 'Eb9', 'D9', 'G7sus', 'G9', 'C7sus', 'C9', 'F^7', 'D-7', 'Eh7', 'A7b9', 'D-11', 'D-7/C', 'Bh7', 'Bb9', 'A-7', 'Eb9', 'D9', 'G7sus', 'G9', 'C7sus', 'C9', 'A-7', 'D7', 'G-7', 'Eh7/A', 'D-11', 'D-7/C', 'Bh7', 'Bb9', 'A-7', 'Eb9', 'D9', 'G7sus', 'G9', 'C7sus', 'C9', 'A-7', 'D7', 'G-7', 'Gb9', 'F^7', 'Bb/F', 'F^7', 'Bb/F', 'F^7', 'Gh7/F', 'F^7', 'C7sus', 'F^7', 'Bb/F', 'F^7', 'D-7', 'G9', 'G7/F', 'Eh7', 'A7b9', 'D-11', 'D-7/C', 'Bh7', 'Bb9', 'A-7', 'Eb9', 'D9', 'G7sus', 'G9', 'C7sus', 'C9', 'F^7', 'D-7', 'Eh7', 'A7b9', 'F^7', 'Bb9', 'Eb13', 'Ab9', 'Db13', 'Gb9', 'F^7']"
Moon Rays,Silver Horace,Latin,Eb,,0,0,,"(4, 4)","['F-7/Bb', 'Bb7', 'Eb^7/Bb', 'Eb^7/Bb', 'F#-7', 'B7', 'F-7', 'Bb7', 'Ah7', 'Ab-7', 'Gh7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'Eb^7', 'F-7/Bb', 'Bb7', 'Eb^7/Bb', 'Eb^7/Bb', 'F#-7', 'B7', 'F-7', 'Bb7', 'Ah7', 'Ab-7', 'Gh7', 'C7b9', 'F-7', 'Bb7', 'Eb^7', 'Bh7', 'Bb7', 'A-7', 'D7', 'G^7', 'G^7', 'Bb-7', 'Eb7', 'A-7', 'D7', 'C#h7', 'C-7', 'Bh7', 'E7b9', 'A-7', 'D7b9', 'G-7', 'C7', 'F-7', 'Bb7']"
Moon River,Mancini Henry,Waltz,C,,0,0,,"(3, 4)","['C^7', 'A-7', 'F^7#11', 'C^7/E', 'F^7#11', 'C^7/E', 'Bh7', 'E7b9', 'A-', 'A-7/G', 'F^7', 'Bb7#11', 'A-', 'A-/G', 'F#h7', 'B7b9', 'E-7', 'A7', 'D-7', 'G7', 'C^7', 'A-7', 'F^7#11', 'C^7/E', 'F^7#11', 'C^7/E', 'Bh7', 'E7b9', 'A-7', 'A-7/G', 'F#h7', 'F^7#11', 'C^7/E', 'F^7#11', 'C^7/E', 'F7', 'E-7', 'A-7', 'D-7', 'G7', 'C6', 'G7']"
Moonchild,Jarrett Keith,Ballad,E-,,0,0,,"(4, 4)","['C#-7', 'F#7', 'Go', 'G#-7', 'E-7', 'C#-7', 'G#-7', 'D-7', 'E7b9', 'A-7', 'F-7', 'Bb7', 'A-7', 'E-11', 'E-7']"
