-2.0376842	0.8664071	0.6476914	-0.7338248	-0.16947934	-1.052625	-1.6890594	-2.6224291	-2.1106489	-2.5936966	2.0301278	-0.492761	0.5875189
-3.4594157	1.6065326	-1.0185834	1.7519286	-0.37892687	-0.53337693	-2.0879505	0.32880092	2.7399445	1.8318014	-0.06003414	-1.8103261	3.3899324
-1.940204	0.91544294	0.6940567	3.0322871	-0.72466964	0.2007075	-3.7167912	-2.44667	-0.043126345	-0.21877007	1.7520207	-3.3517954	0.26609832
-2.6630023	2.7798011	0.18731244	-0.06874198	2.2181296	0.5489552	-3.5876513	-1.7026551	-3.2713914	0.8965574	0.76125765	-0.78079873	0.41544437
-0.96324235	0.5248555	-0.63947403	-2.3660822	0.3862114	1.9448012	-0.4039693	0.26528138	4.726304	-3.4026875	1.8137875	-1.2882938	1.640726
-2.124208	2.3783553	-1.4394394	-1.667226	0.82021374	-2.0005145	-0.94271344	-1.6133581	-0.8629696	0.14055863	2.5668542	1.2506526	-0.27975518
0.21659382	2.2970333	-1.434643	-1.9698839	2.3228886	-1.1826624	0.4985847	-1.3720742	1.9226025	-1.7594405	2.0345507	-1.6524332	-0.07344059
0.57473576	4.0743384	0.46216592	-2.1368937	0.7864111	1.3497801	-0.36691085	-0.48455	2.629587	-1.6027367	-0.12929034	-0.8518623	-0.16242497
-0.8595251	2.2504764	-2.8562894	-0.43382528	1.8806629	2.5271816	-2.2436128	1.7196023	3.9689384	0.31752652	-0.52467024	0.13541105	0.9340636
-1.6177907	0.4404716	-0.7698889	-0.5717911	-1.371423	2.322732	-4.1755285	-0.75474346	-0.79315615	1.843789	0.48961845	-2.049196	2.851074
1.1789862	2.7320323	-1.7034916	-2.301518	-0.32001224	-0.15395164	-1.1108993	-2.316695	-0.8131565	-2.223973	1.880349	0.15150677	-0.36086887
-1.3667841	-0.02631855	-3.4244838	-0.3246548	-0.23193929	0.8513649	-2.7249904	0.2356714	1.5644794	-2.2665293	-1.955456	-0.55577475	3.7114913
-2.0460312	-0.12068592	0.72462827	-1.0135881	-1.4716966	-1.9931384	-1.5534853	-1.2172374	-3.034905	-2.551215	3.9373555	-1.9754353	0.07104153
-2.9038622	0.7573577	-1.0465906	1.2696962	0.017837014	-0.53252685	-1.6601669	3.0112777	1.7277431	1.9541439	0.49069983	-2.8401158	2.4706268
-2.1361876	-0.27912575	-0.9279014	2.8624668	-0.45938182	-1.7513726	-3.0915217	0.0764419	-1.4490649	-0.06624252	1.9426466	-3.7648938	0.2766201
0.30519608	0.4662342	-1.232687	-1.3391392	-0.759754	0.07577003	0.20325366	1.9738523	3.6918898	-2.9059153	1.5502098	-1.5664502	0.070007555
-0.972728	3.3271928	-0.5085407	-0.6076438	0.04840274	-2.2278173	-0.97774714	-0.08833373	-1.5591068	0.35981584	2.8067546	-0.064395644	-2.1801856
-0.001550371	2.6226401	-0.5151422	-1.2951127	1.3811241	-2.6650188	1.3972063	0.5564504	1.6444367	-2.092061	2.0596988	-1.266301	-1.4050027
